wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dx,dy,direction
416,400,96,112,0,0,0,1,0,1,0,0,48,0,3
416,416,96,96,0,0,0,1,0,1,0,0,32,0,3
416,432,96,80,0,0,0,1,0,1,0,0,16,0,3
480,384,32,128,0,1,0,0,1,0,0,0,-16,0,1
432,416,80,96,0,0,0,1,0,0,1,0,32,0,3
432,432,80,80,0,0,0,1,0,1,0,0,16,0,3
320,336,192,176,1,0,0,0,0,0,1,0,0,-272,0
304,336,208,176,1,0,0,0,0,0,1,0,0,-256,0
288,336,224,176,1,0,0,0,0,0,1,0,0,-240,0
272,336,240,176,1,0,0,0,0,0,1,0,0,-224,0
256,336,256,176,1,0,0,0,0,0,1,0,0,-208,0
240,336,272,176,1,0,0,0,0,0,1,0,0,-192,0
224,336,288,176,1,0,0,0,0,0,1,0,0,-176,0
208,336,304,176,1,0,0,0,0,0,1,0,0,-160,0
192,336,320,176,1,0,0,0,0,0,1,0,0,-144,0
176,336,336,176,1,0,0,0,0,0,1,0,0,-128,0
160,336,352,176,1,0,0,0,0,0,1,0,0,-112,0
144,336,368,176,1,0,0,0,0,0,1,0,0,-96,0
128,336,384,176,1,0,0,0,0,0,1,0,0,-80,0
112,336,400,176,1,0,0,0,0,0,1,0,0,-64,0
96,336,416,176,1,0,0,0,0,0,1,0,0,-48,0
80,336,432,176,1,0,0,0,0,0,1,0,0,-32,0
64,336,448,176,1,0,0,0,0,0,1,0,0,-16,0
128,256,384,256,0,0,1,0,1,0,0,0,0,144,2
144,256,368,256,0,0,1,0,1,0,0,0,0,128,2
160,256,352,256,0,0,1,0,1,0,0,0,0,112,2
176,256,336,256,0,0,1,0,1,0,0,0,0,96,2
192,256,320,256,0,0,1,0,1,0,0,0,0,80,2
208,256,304,256,0,0,1,0,1,0,0,0,0,64,2
224,256,288,256,0,0,1,0,1,0,0,0,0,48,2
240,256,272,256,0,0,1,0,1,0,0,0,0,32,2
256,256,256,256,0,0,1,0,1,0,0,0,0,16,2
432,96,80,416,0,0,1,0,1,0,0,0,0,32,2
448,96,64,416,0,0,1,0,1,0,0,0,0,16,2
496,128,16,384,0,0,0,1,1,0,0,0,112,0,3
496,144,16,368,0,0,0,1,0,1,0,0,96,0,3
496,160,16,352,0,0,0,1,0,1,0,0,80,0,3
496,176,16,336,0,0,0,1,0,1,0,0,64,0,3
496,192,16,320,0,0,0,1,0,1,0,0,48,0,3
496,208,16,304,0,0,0,1,0,1,0,0,32,0,3
496,224,16,288,0,0,0,1,0,1,0,0,16,0,3
464,208,48,304,1,0,0,0,0,0,1,0,0,-208,0
448,208,64,304,1,0,0,0,0,0,1,0,0,-192,0
432,208,80,304,1,0,0,0,0,0,1,0,0,-176,0
416,208,96,304,1,0,0,0,0,0,1,0,0,-160,0
400,208,112,304,1,0,0,0,0,0,1,0,0,-144,0
384,208,128,304,1,0,0,0,0,0,1,0,0,-128,0
368,208,144,304,1,0,0,0,0,0,1,0,0,-112,0
352,208,160,304,1,0,0,0,0,0,1,0,0,-96,0
336,208,176,304,1,0,0,0,0,0,1,0,0,-80,0
320,208,192,304,1,0,0,0,0,0,1,0,0,-64,0
304,208,208,304,1,0,0,0,0,0,1,0,0,-48,0
288,208,224,304,1,0,0,0,0,0,1,0,0,-32,0
272,208,240,304,1,0,0,0,0,0,1,0,0,-16,0
368,96,144,416,0,0,1,0,1,0,0,0,0,32,2
384,96,128,416,0,0,1,0,1,0,0,0,0,16,2
208,288,304,224,1,0,0,0,0,0,1,0,0,-96,0
192,288,320,224,1,0,0,0,0,0,1,0,0,-80,0
176,288,336,224,1,0,0,0,0,0,1,0,0,-64,0
160,288,352,224,1,0,0,0,0,0,1,0,0,-48,0
144,288,368,224,1,0,0,0,0,0,1,0,0,-32,0
128,288,384,224,1,0,0,0,0,0,1,0,0,-16,0
80,320,432,192,1,0,0,0,0,0,1,0,0,-16,0
272,112,240,400,0,0,1,0,1,0,0,0,0,48,2
288,112,224,400,0,0,1,0,1,0,0,0,0,32,2
304,112,208,400,0,0,1,0,1,0,0,0,0,16,2
304,128,208,384,0,0,0,1,0,0,1,0,80,0,3
304,144,208,368,0,0,0,1,0,1,0,0,64,0,3
304,160,208,352,0,0,0,1,0,1,0,0,48,0,3
304,176,208,336,0,0,0,1,0,1,0,0,32,0,3
304,192,208,320,0,0,0,1,0,1,0,0,16,0,3
256,160,256,352,1,0,0,0,0,0,1,0,0,-208,0
240,160,272,352,1,0,0,0,0,0,1,0,0,-192,0
224,160,288,352,1,0,0,0,0,0,1,0,0,-176,0
208,160,304,352,1,0,0,0,0,0,1,0,0,-160,0
192,160,320,352,1,0,0,0,0,0,1,0,0,-144,0
176,160,336,352,1,0,0,0,0,0,1,0,0,-128,0
160,160,352,352,1,0,0,0,0,0,1,0,0,-112,0
144,160,368,352,1,0,0,0,0,0,1,0,0,-96,0
128,160,384,352,1,0,0,0,0,0,1,0,0,-80,0
112,160,400,352,1,0,0,0,0,0,1,0,0,-64,0
96,160,416,352,1,0,0,0,0,0,1,0,0,-48,0
80,160,432,352,1,0,0,0,0,0,1,0,0,-32,0
64,160,448,352,1,0,0,0,0,0,1,0,0,-16,0
112,96,400,416,0,0,1,0,1,0,0,0,0,144,2
128,96,384,416,0,0,1,0,1,0,0,0,0,128,2
144,96,368,416,0,0,1,0,1,0,0,0,0,112,2
160,96,352,416,0,0,1,0,1,0,0,0,0,96,2
176,96,336,416,0,0,1,0,1,0,0,0,0,80,2
192,96,320,416,0,0,1,0,1,0,0,0,0,64,2
208,96,304,416,0,0,1,0,1,0,0,0,0,48,2
224,96,288,416,0,0,1,0,1,0,0,0,0,32,2
240,96,272,416,0,0,1,0,1,0,0,0,0,16,2
416,256,96,256,0,0,0,1,1,0,0,0,160,0,3
416,272,96,240,0,0,0,1,0,1,0,0,144,0,3
416,288,96,224,0,0,0,1,0,1,0,0,128,0,3
416,304,96,208,0,0,0,1,0,1,0,0,112,0,3
416,320,96,192,0,0,0,1,0,1,0,0,96,0,3
416,336,96,176,0,0,0,1,0,1,0,0,80,0,3
416,352,96,160,0,0,0,1,0,1,0,0,64,0,3
416,368,96,144,0,0,0,1,0,1,0,0,48,0,3
416,384,96,128,0,0,0,1,0,1,0,0,32,0,3
416,400,96,112,0,0,0,1,0,1,0,0,16,0,3
432,400,80,112,0,1,0,0,1,0,0,0,-256,0,1
432,384,80,128,0,1,0,0,0,0,0,1,-240,0,1
432,368,80,144,0,1,0,0,0,0,0,1,-224,0,1
432,352,80,160,0,1,0,0,0,0,0,1,-208,0,1
432,336,80,176,0,1,0,0,0,0,0,1,-192,0,1
432,320,80,192,0,1,0,0,0,0,0,1,-176,0,1
432,304,80,208,0,1,0,0,0,0,0,1,-160,0,1
432,288,80,224,0,1,0,0,0,0,0,1,-144,0,1
432,272,80,240,0,1,0,0,0,0,0,1,-128,0,1
432,256,80,256,0,1,0,0,0,0,0,1,-112,0,1
432,240,80,272,0,1,0,0,0,0,0,1,-96,0,1
432,224,80,288,0,1,0,0,0,0,0,1,-80,0,1
432,208,80,304,0,1,0,0,0,0,0,1,-64,0,1
432,192,80,320,0,1,0,0,0,0,0,1,-48,0,1
432,176,80,336,0,1,0,0,0,0,0,1,-32,0,1
432,160,80,352,0,1,0,0,0,0,0,1,-16,0,1
352,64,160,448,1,0,0,0,0,0,1,0,0,-176,0
336,64,176,448,1,0,0,0,0,0,1,0,0,-160,0
320,64,192,448,1,0,0,0,0,0,1,0,0,-144,0
304,64,208,448,1,0,0,0,0,0,1,0,0,-128,0
288,64,224,448,1,0,0,0,0,0,1,0,0,-112,0
272,64,240,448,1,0,0,0,0,0,1,0,0,-96,0
256,64,256,448,1,0,0,0,0,0,1,0,0,-80,0
240,64,272,448,1,0,0,0,0,0,1,0,0,-64,0
224,64,288,448,1,0,0,0,0,0,1,0,0,-48,0
208,64,304,448,1,0,0,0,0,0,1,0,0,-32,0
192,64,320,448,1,0,0,0,0,0,1,0,0,-16,0
256,144,256,368,0,0,1,0,1,0,0,0,0,144,2
272,144,240,368,0,0,1,0,1,0,0,0,0,128,2
288,144,224,368,0,0,1,0,1,0,0,0,0,112,2
304,144,208,368,0,0,1,0,1,0,0,0,0,96,2
320,144,192,368,0,0,1,0,1,0,0,0,0,80,2
336,144,176,368,0,0,1,0,1,0,0,0,0,64,2
352,144,160,368,0,0,1,0,1,0,0,0,0,48,2
368,144,144,368,0,0,1,0,1,0,0,0,0,32,2
384,144,128,368,0,0,1,0,1,0,0,0,0,16,2
416,128,96,384,0,0,1,0,1,0,0,0,0,16,2
256,304,256,208,1,0,0,0,0,0,1,0,0,-224,0
240,304,272,208,1,0,0,0,0,0,1,0,0,-208,0
224,304,288,208,1,0,0,0,0,0,1,0,0,-192,0
208,304,304,208,1,0,0,0,0,0,1,0,0,-176,0
192,304,320,208,1,0,0,0,0,0,1,0,0,-160,0
176,304,336,208,1,0,0,0,0,0,1,0,0,-144,0
160,304,352,208,1,0,0,0,0,0,1,0,0,-128,0
144,304,368,208,1,0,0,0,0,0,1,0,0,-112,0
128,304,384,208,1,0,0,0,0,0,1,0,0,-96,0
112,304,400,208,1,0,0,0,0,0,1,0,0,-80,0
96,304,416,208,1,0,0,0,0,0,1,0,0,-64,0
80,304,432,208,1,0,0,0,0,0,1,0,0,-48,0
64,304,448,208,1,0,0,0,0,0,1,0,0,-32,0
48,304,464,208,1,0,0,0,0,0,1,0,0,-16,0
208,480,304,32,0,0,1,0,1,0,0,0,0,144,2
224,480,288,32,0,0,1,0,1,0,0,0,0,128,2
240,480,272,32,0,0,1,0,1,0,0,0,0,112,2
256,480,256,32,0,0,1,0,1,0,0,0,0,96,2
272,480,240,32,0,0,1,0,1,0,0,0,0,80,2
288,480,224,32,0,0,1,0,1,0,0,0,0,64,2
304,480,208,32,0,0,1,0,1,0,0,0,0,48,2
320,480,192,32,0,0,1,0,1,0,0,0,0,32,2
336,480,176,32,0,0,1,0,1,0,0,0,0,16,2
176,304,336,208,0,1,0,0,0,0,1,0,-112,0,1
176,288,336,224,0,1,0,0,0,0,0,1,-96,0,1
176,272,336,240,0,1,0,0,0,0,0,1,-80,0,1
176,256,336,256,0,1,0,0,0,0,0,1,-64,0,1
176,240,336,272,0,1,0,0,0,0,0,1,-48,0,1
176,224,336,288,0,1,0,0,0,0,0,1,-32,0,1
176,208,336,304,0,1,0,0,0,0,0,1,-16,0,1
176,192,336,320,0,0,0,1,0,0,0,1,48,0,3
176,208,336,304,0,0,0,1,0,1,0,0,32,0,3
176,224,336,288,0,0,0,1,0,1,0,0,16,0,3
336,80,176,432,0,0,1,0,1,0,0,0,0,48,2
352,80,160,432,0,0,1,0,1,0,0,0,0,32,2
368,80,144,432,0,0,1,0,1,0,0,0,0,16,2
336,128,176,384,0,0,0,1,0,0,1,0,288,0,3
336,144,176,368,0,0,0,1,0,1,0,0,272,0,3
336,160,176,352,0,0,0,1,0,1,0,0,256,0,3
336,176,176,336,0,0,0,1,0,1,0,0,240,0,3
336,192,176,320,0,0,0,1,0,1,0,0,224,0,3
336,208,176,304,0,0,0,1,0,1,0,0,208,0,3
336,224,176,288,0,0,0,1,0,1,0,0,192,0,3
336,240,176,272,0,0,0,1,0,1,0,0,176,0,3
336,256,176,256,0,0,0,1,0,1,0,0,160,0,3
336,272,176,240,0,0,0,1,0,1,0,0,144,0,3
336,288,176,224,0,0,0,1,0,1,0,0,128,0,3
336,304,176,208,0,0,0,1,0,1,0,0,112,0,3
336,320,176,192,0,0,0,1,0,1,0,0,96,0,3
336,336,176,176,0,0,0,1,0,1,0,0,80,0,3
336,352,176,160,0,0,0,1,0,1,0,0,64,0,3
336,368,176,144,0,0,0,1,0,1,0,0,48,0,3
336,384,176,128,0,0,0,1,0,1,0,0,32,0,3
336,400,176,112,0,0,0,1,0,1,0,0,16,0,3
368,384,144,128,0,0,1,0,1,0,0,0,0,16,2
464,304,48,208,0,1,0,0,1,0,0,0,-112,0,1
464,288,48,224,0,1,0,0,0,0,0,1,-96,0,1
464,272,48,240,0,1,0,0,0,0,0,1,-80,0,1
464,256,48,256,0,1,0,0,0,0,0,1,-64,0,1
464,240,48,272,0,1,0,0,0,0,0,1,-48,0,1
464,224,48,288,0,1,0,0,0,0,0,1,-32,0,1
464,208,48,304,0,1,0,0,0,0,0,1,-16,0,1
464,192,48,320,0,1,0,0,0,0,0,1,-96,0,1
464,176,48,336,0,1,0,0,0,0,0,1,-80,0,1
464,160,48,352,0,1,0,0,0,0,0,1,-64,0,1
464,144,48,368,0,1,0,0,0,0,0,1,-48,0,1
464,128,48,384,0,1,0,0,0,0,0,1,-32,0,1
464,112,48,400,0,1,0,0,0,0,0,1,-16,0,1
128,432,384,80,0,0,0,1,0,0,1,0,16,0,3
432,144,80,368,0,0,1,0,1,0,0,0,0,32,2
448,144,64,368,0,0,1,0,1,0,0,0,0,16,2
304,304,208,208,1,0,0,0,0,0,1,0,0,-64,0
288,304,224,208,1,0,0,0,0,0,1,0,0,-48,0
272,304,240,208,1,0,0,0,0,0,1,0,0,-32,0
256,304,256,208,1,0,0,0,0,0,1,0,0,-16,0
208,272,304,240,1,0,0,0,0,0,1,0,0,-80,0
192,272,320,240,1,0,0,0,0,0,1,0,0,-64,0
176,272,336,240,1,0,0,0,0,0,1,0,0,-48,0
160,272,352,240,1,0,0,0,0,0,1,0,0,-32,0
144,272,368,240,1,0,0,0,0,0,1,0,0,-16,0
192,336,320,176,0,0,1,0,1,0,0,0,0,256,2
208,336,304,176,0,0,1,0,1,0,0,0,0,240,2
224,336,288,176,0,0,1,0,1,0,0,0,0,224,2
240,336,272,176,0,0,1,0,1,0,0,0,0,208,2
256,336,256,176,0,0,1,0,1,0,0,0,0,192,2
272,336,240,176,0,0,1,0,1,0,0,0,0,176,2
288,336,224,176,0,0,1,0,1,0,0,0,0,160,2
304,336,208,176,0,0,1,0,1,0,0,0,0,144,2
320,336,192,176,0,0,1,0,1,0,0,0,0,128,2
336,336,176,176,0,0,1,0,1,0,0,0,0,112,2
352,336,160,176,0,0,1,0,1,0,0,0,0,96,2
368,336,144,176,0,0,1,0,1,0,0,0,0,80,2
384,336,128,176,0,0,1,0,1,0,0,0,0,64,2
400,336,112,176,0,0,1,0,1,0,0,0,0,48,2
416,336,96,176,0,0,1,0,1,0,0,0,0,32,2
432,336,80,176,0,0,1,0,1,0,0,0,0,16,2
384,400,128,112,1,0,0,0,0,0,1,0,0,-96,0
368,400,144,112,1,0,0,0,0,0,1,0,0,-80,0
352,400,160,112,1,0,0,0,0,0,1,0,0,-64,0
336,400,176,112,1,0,0,0,0,0,1,0,0,-48,0
320,400,192,112,1,0,0,0,0,0,1,0,0,-32,0
304,400,208,112,1,0,0,0,0,0,1,0,0,-16,0
208,320,304,192,1,0,0,0,0,0,1,0,0,-32,0
192,320,320,192,1,0,0,0,0,0,1,0,0,-16,0
256,240,256,272,0,0,1,0,1,0,0,0,0,32,2
272,240,240,272,0,0,1,0,1,0,0,0,0,16,2
368,160,144,352,0,1,0,0,1,0,0,0,-32,0,1
368,144,144,368,0,1,0,0,0,0,0,1,-16,0,1
400,160,112,352,0,0,0,1,1,0,0,0,304,0,3
400,176,112,336,0,0,0,1,0,1,0,0,288,0,3
400,192,112,320,0,0,0,1,0,1,0,0,272,0,3
400,208,112,304,0,0,0,1,0,1,0,0,256,0,3
400,224,112,288,0,0,0,1,0,1,0,0,240,0,3
400,240,112,272,0,0,0,1,0,1,0,0,224,0,3
400,256,112,256,0,0,0,1,0,1,0,0,208,0,3
400,272,112,240,0,0,0,1,0,1,0,0,192,0,3
400,288,112,224,0,0,0,1,0,1,0,0,176,0,3
400,304,112,208,0,0,0,1,0,1,0,0,160,0,3
400,320,112,192,0,0,0,1,0,1,0,0,144,0,3
400,336,112,176,0,0,0,1,0,1,0,0,128,0,3
400,352,112,160,0,0,0,1,0,1,0,0,112,0,3
400,368,112,144,0,0,0,1,0,1,0,0,96,0,3
400,384,112,128,0,0,0,1,0,1,0,0,80,0,3
400,400,112,112,0,0,0,1,0,1,0,0,64,0,3
400,416,112,96,0,0,0,1,0,1,0,0,48,0,3
400,432,112,80,0,0,0,1,0,1,0,0,32,0,3
400,448,112,64,0,0,0,1,0,1,0,0,16,0,3
368,496,144,16,1,0,0,0,0,0,1,0,0,-176,0
352,496,160,16,1,0,0,0,0,0,1,0,0,-160,0
336,496,176,16,1,0,0,0,0,0,1,0,0,-144,0
320,496,192,16,1,0,0,0,0,0,1,0,0,-128,0
304,496,208,16,1,0,0,0,0,0,1,0,0,-112,0
288,496,224,16,1,0,0,0,0,0,1,0,0,-96,0
272,496,240,16,1,0,0,0,0,0,1,0,0,-80,0
256,496,256,16,1,0,0,0,0,0,1,0,0,-64,0
240,496,272,16,1,0,0,0,0,0,1,0,0,-48,0
224,496,288,16,1,0,0,0,0,0,1,0,0,-32,0
208,496,304,16,1,0,0,0,0,0,1,0,0,-16,0
176,480,336,32,0,1,0,0,0,0,1,0,-80,0,1
176,464,336,48,0,1,0,0,0,0,0,1,-64,0,1
176,448,336,64,0,1,0,0,0,0,0,1,-48,0,1
176,432,336,80,0,1,0,0,0,0,0,1,-32,0,1
176,416,336,96,0,1,0,0,0,0,0,1,-16,0,1
288,288,224,224,0,0,1,0,1,0,0,0,0,16,2
288,304,224,208,0,0,0,1,0,0,1,0,128,0,3
288,320,224,192,0,0,0,1,0,1,0,0,112,0,3
288,336,224,176,0,0,0,1,0,1,0,0,96,0,3
288,352,224,160,0,0,0,1,0,1,0,0,80,0,3
288,368,224,144,0,0,0,1,0,1,0,0,64,0,3
288,384,224,128,0,0,0,1,0,1,0,0,48,0,3
288,400,224,112,0,0,0,1,0,1,0,0,32,0,3
288,416,224,96,0,0,0,1,0,1,0,0,16,0,3
288,432,224,80,0,0,1,0,0,1,0,0,0,112,2
304,432,208,80,0,0,1,0,1,0,0,0,0,96,2
320,432,192,80,0,0,1,0,1,0,0,0,0,80,2
336,432,176,80,0,0,1,0,1,0,0,0,0,64,2
352,432,160,80,0,0,1,0,1,0,0,0,0,48,2
368,432,144,80,0,0,1,0,1,0,0,0,0,32,2
384,432,128,80,0,0,1,0,1,0,0,0,0,16,2
384,416,128,96,1,0,0,0,0,0,1,0,0,-16,0
464,320,48,192,0,1,0,0,1,0,0,0,-128,0,1
464,304,48,208,0,1,0,0,0,0,0,1,-112,0,1
464,288,48,224,0,1,0,0,0,0,0,1,-96,0,1
464,272,48,240,0,1,0,0,0,0,0,1,-80,0,1
464,256,48,256,0,1,0,0,0,0,0,1,-64,0,1
464,240,48,272,0,1,0,0,0,0,0,1,-48,0,1
464,224,48,288,0,1,0,0,0,0,0,1,-32,0,1
464,208,48,304,0,1,0,0,0,0,0,1,-16,0,1
448,176,64,336,1,0,0,0,0,0,1,0,0,-176,0
432,176,80,336,1,0,0,0,0,0,1,0,0,-160,0
416,176,96,336,1,0,0,0,0,0,1,0,0,-144,0
400,176,112,336,1,0,0,0,0,0,1,0,0,-128,0
384,176,128,336,1,0,0,0,0,0,1,0,0,-112,0
368,176,144,336,1,0,0,0,0,0,1,0,0,-96,0
352,176,160,336,1,0,0,0,0,0,1,0,0,-80,0
336,176,176,336,1,0,0,0,0,0,1,0,0,-64,0
320,176,192,336,1,0,0,0,0,0,1,0,0,-48,0
304,176,208,336,1,0,0,0,0,0,1,0,0,-32,0
288,176,224,336,1,0,0,0,0,0,1,0,0,-16,0
240,144,272,368,1,0,0,0,0,0,1,0,0,-64,0
224,144,288,368,1,0,0,0,0,0,1,0,0,-48,0
208,144,304,368,1,0,0,0,0,0,1,0,0,-32,0
192,144,320,368,1,0,0,0,0,0,1,0,0,-16,0
208,112,304,400,0,0,1,0,1,0,0,0,0,128,2
224,112,288,400,0,0,1,0,1,0,0,0,0,112,2
240,112,272,400,0,0,1,0,1,0,0,0,0,96,2
256,112,256,400,0,0,1,0,1,0,0,0,0,80,2
272,112,240,400,0,0,1,0,1,0,0,0,0,64,2
288,112,224,400,0,0,1,0,1,0,0,0,0,48,2
304,112,208,400,0,0,1,0,1,0,0,0,0,32,2
320,112,192,400,0,0,1,0,1,0,0,0,0,16,2
256,192,256,320,1,0,0,0,0,0,1,0,0,-144,0
240,192,272,320,1,0,0,0,0,0,1,0,0,-128,0
224,192,288,320,1,0,0,0,0,0,1,0,0,-112,0
208,192,304,320,1,0,0,0,0,0,1,0,0,-96,0
192,192,320,320,1,0,0,0,0,0,1,0,0,-80,0
176,192,336,320,1,0,0,0,0,0,1,0,0,-64,0
160,192,352,320,1,0,0,0,0,0,1,0,0,-48,0
144,192,368,320,1,0,0,0,0,0,1,0,0,-32,0
128,192,384,320,1,0,0,0,0,0,1,0,0,-16,0
176,128,336,384,0,0,1,0,1,0,0,0,0,288,2
192,128,320,384,0,0,1,0,1,0,0,0,0,272,2
208,128,304,384,0,0,1,0,1,0,0,0,0,256,2
224,128,288,384,0,0,1,0,1,0,0,0,0,240,2
240,128,272,384,0,0,1,0,1,0,0,0,0,224,2
256,128,256,384,0,0,1,0,1,0,0,0,0,208,2
272,128,240,384,0,0,1,0,1,0,0,0,0,192,2
288,128,224,384,0,0,1,0,1,0,0,0,0,176,2
304,128,208,384,0,0,1,0,1,0,0,0,0,160,2
320,128,192,384,0,0,1,0,1,0,0,0,0,144,2
336,128,176,384,0,0,1,0,1,0,0,0,0,128,2
352,128,160,384,0,0,1,0,1,0,0,0,0,112,2
368,128,144,384,0,0,1,0,1,0,0,0,0,96,2
384,128,128,384,0,0,1,0,1,0,0,0,0,80,2
400,128,112,384,0,0,1,0,1,0,0,0,0,64,2
416,128,96,384,0,0,1,0,1,0,0,0,0,48,2
432,128,80,384,0,0,1,0,1,0,0,0,0,32,2
448,128,64,384,0,0,1,0,1,0,0,0,0,16,2
304,288,208,224,0,0,1,0,1,0,0,0,0,144,2
320,288,192,224,0,0,1,0,1,0,0,0,0,128,2
336,288,176,224,0,0,1,0,1,0,0,0,0,112,2
352,288,160,224,0,0,1,0,1,0,0,0,0,96,2
368,288,144,224,0,0,1,0,1,0,0,0,0,80,2
384,288,128,224,0,0,1,0,1,0,0,0,0,64,2
400,288,112,224,0,0,1,0,1,0,0,0,0,48,2
416,288,96,224,0,0,1,0,1,0,0,0,0,32,2
432,288,80,224,0,0,1,0,1,0,0,0,0,16,2
352,192,160,320,1,0,0,0,0,0,1,0,0,-256,0
336,192,176,320,1,0,0,0,0,0,1,0,0,-240,0
320,192,192,320,1,0,0,0,0,0,1,0,0,-224,0
304,192,208,320,1,0,0,0,0,0,1,0,0,-208,0
288,192,224,320,1,0,0,0,0,0,1,0,0,-192,0
272,192,240,320,1,0,0,0,0,0,1,0,0,-176,0
256,192,256,320,1,0,0,0,0,0,1,0,0,-160,0
240,192,272,320,1,0,0,0,0,0,1,0,0,-144,0
224,192,288,320,1,0,0,0,0,0,1,0,0,-128,0
208,192,304,320,1,0,0,0,0,0,1,0,0,-112,0
192,192,320,320,1,0,0,0,0,0,1,0,0,-96,0
176,192,336,320,1,0,0,0,0,0,1,0,0,-80,0
160,192,352,320,1,0,0,0,0,0,1,0,0,-64,0
144,192,368,320,1,0,0,0,0,0,1,0,0,-48,0
128,192,384,320,1,0,0,0,0,0,1,0,0,-32,0
112,192,400,320,1,0,0,0,0,0,1,0,0,-16,0
240,48,272,464,0,0,1,0,1,0,0,0,0,32,2
256,48,256,464,0,0,1,0,1,0,0,0,0,16,2
192,128,320,384,0,0,0,1,0,0,1,0,288,0,3
192,144,320,368,0,0,0,1,0,1,0,0,272,0,3
192,160,320,352,0,0,0,1,0,1,0,0,256,0,3
192,176,320,336,0,0,0,1,0,1,0,0,240,0,3
192,192,320,320,0,0,0,1,0,1,0,0,224,0,3
192,208,320,304,0,0,0,1,0,1,0,0,208,0,3
192,224,320,288,0,0,0,1,0,1,0,0,192,0,3
192,240,320,272,0,0,0,1,0,1,0,0,176,0,3
192,256,320,256,0,0,0,1,0,1,0,0,160,0,3
192,272,320,240,0,0,0,1,0,1,0,0,144,0,3
192,288,320,224,0,0,0,1,0,1,0,0,128,0,3
192,304,320,208,0,0,0,1,0,1,0,0,112,0,3
192,320,320,192,0,0,0,1,0,1,0,0,96,0,3
192,336,320,176,0,0,0,1,0,1,0,0,80,0,3
192,352,320,160,0,0,0,1,0,1,0,0,64,0,3
192,368,320,144,0,0,0,1,0,1,0,0,48,0,3
192,384,320,128,0,0,0,1,0,1,0,0,32,0,3
192,400,320,112,0,0,0,1,0,1,0,0,16,0,3
320,288,192,224,0,1,0,0,1,0,0,0,-96,0,1
320,272,192,240,0,1,0,0,0,0,0,1,-80,0,1
320,256,192,256,0,1,0,0,0,0,0,1,-64,0,1
320,240,192,272,0,1,0,0,0,0,0,1,-48,0,1
320,224,192,288,0,1,0,0,0,0,0,1,-32,0,1
320,208,192,304,0,1,0,0,0,0,0,1,-16,0,1
304,176,208,336,1,0,0,0,0,0,1,0,0,-224,0
288,176,224,336,1,0,0,0,0,0,1,0,0,-208,0
272,176,240,336,1,0,0,0,0,0,1,0,0,-192,0
256,176,256,336,1,0,0,0,0,0,1,0,0,-176,0
240,176,272,336,1,0,0,0,0,0,1,0,0,-160,0
224,176,288,336,1,0,0,0,0,0,1,0,0,-144,0
208,176,304,336,1,0,0,0,0,0,1,0,0,-128,0
192,176,320,336,1,0,0,0,0,0,1,0,0,-112,0
176,176,336,336,1,0,0,0,0,0,1,0,0,-96,0
160,176,352,336,1,0,0,0,0,0,1,0,0,-80,0
144,176,368,336,1,0,0,0,0,0,1,0,0,-64,0
128,176,384,336,1,0,0,0,0,0,1,0,0,-48,0
112,176,400,336,1,0,0,0,0,0,1,0,0,-32,0
96,176,416,336,1,0,0,0,0,0,1,0,0,-16,0
128,224,384,288,0,0,0,1,1,0,0,0,16,0,3
112,256,400,256,0,0,0,1,0,0,1,0,192,0,3
112,272,400,240,0,0,0,1,0,1,0,0,176,0,3
112,288,400,224,0,0,0,1,0,1,0,0,160,0,3
112,304,400,208,0,0,0,1,0,1,0,0,144,0,3
112,320,400,192,0,0,0,1,0,1,0,0,128,0,3
112,336,400,176,0,0,0,1,0,1,0,0,112,0,3
112,352,400,160,0,0,0,1,0,1,0,0,96,0,3
112,368,400,144,0,0,0,1,0,1,0,0,80,0,3
112,384,400,128,0,0,0,1,0,1,0,0,64,0,3
112,400,400,112,0,0,0,1,0,1,0,0,48,0,3
112,416,400,96,0,0,0,1,0,1,0,0,32,0,3
112,432,400,80,0,0,0,1,0,1,0,0,16,0,3
320,240,192,272,0,0,1,0,1,0,0,0,0,16,2
288,288,224,224,0,0,0,1,0,0,1,0,192,0,3
288,304,224,208,0,0,0,1,0,1,0,0,176,0,3
288,320,224,192,0,0,0,1,0,1,0,0,160,0,3
288,336,224,176,0,0,0,1,0,1,0,0,144,0,3
288,352,224,160,0,0,0,1,0,1,0,0,128,0,3
288,368,224,144,0,0,0,1,0,1,0,0,112,0,3
288,384,224,128,0,0,0,1,0,1,0,0,96,0,3
288,400,224,112,0,0,0,1,0,1,0,0,80,0,3
288,416,224,96,0,0,0,1,0,1,0,0,64,0,3
288,432,224,80,0,0,0,1,0,1,0,0,48,0,3
288,448,224,64,0,0,0,1,0,1,0,0,32,0,3
288,464,224,48,0,0,0,1,0,1,0,0,16,0,3
496,272,16,240,0,1,0,0,1,0,0,0,-224,0,1
496,256,16,256,0,1,0,0,0,0,0,1,-208,0,1
496,240,16,272,0,1,0,0,0,0,0,1,-192,0,1
496,224,16,288,0,1,0,0,0,0,0,1,-176,0,1
496,208,16,304,0,1,0,0,0,0,0,1,-160,0,1
496,192,16,320,0,1,0,0,0,0,0,1,-144,0,1
496,176,16,336,0,1,0,0,0,0,0,1,-128,0,1
496,160,16,352,0,1,0,0,0,0,0,1,-112,0,1
